,Subject Age,R,DeltaR,Age
0,"(5, 10]",0.500,0.936,8.000
1,"(10, 15]",1.134,0.569,13.000
2,"(15, 20]",1.200,0.311,18.000
3,"(20, 25]",0.789,0.224,23.000
4,"(25, 30]",1.285,0.465,28.000
5,"(30, 35]",0.940,0.453,33.000
6,"(35, 40]",0.301,0.241,38.000
7,"(40, 45]",1.101,0.707,43.000
8,"(45, 50]",0.778,0.429,48.000
9,"(50, 55]",0.916,0.558,53.000
10,"(55, 60]",0.887,0.583,58.000
11,"(60, 65]",1.024,0.634,63.000
12,"(65, 70]",1.600,2.236,68.000
13,"(70, 75]",1.321,0.700,73.000
14,"(75, 80]",1.334,0.658,78.000
15,"(80, 85]",1.067,0.511,83.000
16,"(85, 90]",0.518,0.329,88.000
17,"(90, 95]",2.167,2.419,93.000
