,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.000,2.001,3.000
1,"(5, 10]",2.000,3.743,8.000
2,"(10, 15]",0.834,0.551,13.000
3,"(15, 20]",1.124,0.385,18.000
4,"(20, 25]",1.519,0.707,23.000
5,"(25, 30]",2.467,2.288,28.000
6,"(30, 35]",1.288,0.933,33.000
7,"(35, 40]",0.667,1.123,38.000
8,"(40, 45]",1.339,1.506,43.000
9,"(45, 50]",4.439,3.508,48.000
10,"(50, 55]",0.780,0.602,53.000
11,"(55, 60]",2.000,3.318,58.000
12,"(60, 65]",0.426,0.489,63.000
13,"(65, 70]",0.667,0.963,68.000
14,"(70, 75]",0.881,0.662,73.000
15,"(75, 80]",0.270,0.201,78.000
16,"(80, 85]",1.960,1.409,83.000
17,"(85, 90]",0.833,0.795,88.000
