,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.240,0.380,3.000
1,"(5, 10]",0.727,0.250,8.000
2,"(10, 15]",1.019,0.205,13.000
3,"(15, 20]",1.300,0.138,18.000
4,"(20, 25]",1.135,0.133,23.000
5,"(25, 30]",0.948,0.135,28.000
6,"(30, 35]",1.373,0.250,33.000
7,"(35, 40]",1.030,0.228,38.000
8,"(40, 45]",0.781,0.197,43.000
9,"(45, 50]",1.017,0.264,48.000
10,"(50, 55]",0.842,0.247,53.000
11,"(55, 60]",0.985,0.296,58.000
12,"(60, 65]",1.428,0.466,63.000
13,"(65, 70]",0.688,0.244,68.000
14,"(70, 75]",1.077,0.367,73.000
15,"(75, 80]",1.444,0.510,78.000
16,"(80, 85]",0.789,0.354,83.000
17,"(85, 90]",1.969,1.346,88.000
18,"(90, 95]",0.889,1.059,93.000
