,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.942,0.471,3.000
1,"(5, 10]",0.976,0.493,8.000
2,"(10, 15]",1.449,0.411,13.000
3,"(15, 20]",1.022,0.148,18.000
4,"(20, 25]",1.407,0.247,23.000
5,"(25, 30]",1.241,0.319,28.000
6,"(30, 35]",1.029,0.271,33.000
7,"(35, 40]",1.630,0.552,38.000
8,"(40, 45]",0.655,0.246,43.000
9,"(45, 50]",1.037,0.406,48.000
10,"(50, 55]",1.516,0.873,53.000
11,"(55, 60]",0.483,0.319,58.000
12,"(60, 65]",1.493,0.978,63.000
13,"(65, 70]",0.560,0.467,68.000
14,"(70, 75]",0.933,0.505,73.000
15,"(75, 80]",1.142,0.699,78.000
16,"(80, 85]",0.713,0.491,83.000
17,"(85, 90]",2.400,3.281,88.000
