,Subject Age,R,DeltaR,Age
0,"(15, 22]",0.916,0.192,19.000
1,"(22, 27]",1.127,0.396,25.000
2,"(27, 32]",0.813,0.392,30.000
3,"(32, 37]",1.085,0.595,35.000
4,"(37, 42]",0.945,0.445,40.000
5,"(42, 47]",1.792,0.864,45.000
6,"(47, 52]",0.745,0.391,50.000
7,"(52, 57]",0.525,0.227,55.000
8,"(57, 62]",0.836,0.399,60.000
9,"(62, 67]",0.945,0.442,65.000
10,"(67, 72]",0.850,0.358,70.000
11,"(72, 77]",0.404,0.191,75.000
12,"(77, 82]",0.403,0.196,80.000
13,"(82, 87]",1.145,0.584,85.000
14,"(87, 92]",1.394,1.373,90.000
