,Subject Age,R,DeltaR,Age
0,"(10, 15]",1.500,1.367,13.000
1,"(15, 20]",1.119,0.438,18.000
2,"(20, 25]",1.551,0.683,23.000
3,"(25, 30]",0.857,0.533,28.000
4,"(30, 35]",1.593,1.548,33.000
5,"(35, 40]",0.500,0.791,38.000
6,"(40, 45]",0.938,0.931,43.000
7,"(45, 50]",1.033,1.180,48.000
8,"(50, 55]",0.667,0.695,53.000
9,"(55, 60]",2.667,3.851,58.000
10,"(60, 65]",0.667,0.903,63.000
11,"(70, 75]",0.408,0.337,73.000
12,"(75, 80]",0.855,0.615,78.000
13,"(80, 85]",1.023,0.827,83.000
14,"(85, 90]",0.789,0.662,88.000
