,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.261,0.049,19.000
1,"(22, 27]",1.194,0.068,25.000
2,"(27, 32]",1.249,0.088,30.000
3,"(32, 37]",1.297,0.102,35.000
4,"(37, 42]",1.124,0.088,40.000
5,"(42, 47]",1.249,0.102,45.000
6,"(47, 52]",1.044,0.086,50.000
7,"(52, 57]",0.933,0.076,55.000
8,"(57, 62]",0.798,0.063,60.000
9,"(62, 67]",0.716,0.055,65.000
10,"(67, 72]",0.765,0.055,70.000
11,"(72, 77]",0.755,0.051,75.000
12,"(77, 82]",0.791,0.059,80.000
13,"(82, 87]",0.918,0.090,85.000
14,"(87, 92]",0.851,0.144,90.000
15,"(92, 97]",1.019,0.537,95.000
