,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.000,1.733,3.000
1,"(5, 10]",4.000,6.931,8.000
2,"(10, 15]",1.491,0.971,13.000
3,"(15, 20]",0.915,0.296,18.000
4,"(20, 25]",1.596,0.641,23.000
5,"(25, 30]",0.644,0.427,28.000
6,"(30, 35]",1.179,1.013,33.000
7,"(35, 40]",0.809,0.570,38.000
8,"(40, 45]",0.667,1.123,43.000
9,"(45, 50]",1.145,1.113,48.000
10,"(50, 55]",0.556,0.845,53.000
11,"(55, 60]",3.490,4.388,58.000
12,"(60, 65]",0.779,0.528,63.000
13,"(65, 70]",1.098,0.862,68.000
14,"(70, 75]",1.200,1.119,73.000
15,"(75, 80]",0.875,0.902,78.000
16,"(80, 85]",1.182,0.773,83.000
17,"(85, 90]",0.296,0.371,88.000
