,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.307,0.199,19.000
1,"(22, 27]",1.004,0.261,25.000
2,"(27, 32]",2.273,0.883,30.000
3,"(32, 37]",1.343,0.500,35.000
4,"(37, 42]",0.765,0.262,40.000
5,"(42, 47]",1.606,0.585,45.000
6,"(47, 52]",0.936,0.412,50.000
7,"(52, 57]",0.828,0.347,55.000
8,"(57, 62]",0.651,0.291,60.000
9,"(62, 67]",0.815,0.282,65.000
10,"(67, 72]",0.836,0.283,70.000
11,"(72, 77]",0.621,0.189,75.000
12,"(77, 82]",0.865,0.276,80.000
13,"(82, 87]",0.595,0.293,85.000
14,"(87, 92]",2.000,3.164,90.000
