,Subject Age,R,DeltaR,Age
0,"(5, 10]",1.500,2.166,8.000
1,"(10, 15]",0.571,0.298,13.000
2,"(15, 20]",1.071,0.337,18.000
3,"(20, 25]",0.841,0.251,23.000
4,"(25, 30]",2.258,0.803,28.000
5,"(30, 35]",0.789,0.292,33.000
6,"(35, 40]",1.129,0.472,38.000
7,"(40, 45]",1.389,0.555,43.000
8,"(45, 50]",1.010,0.419,48.000
9,"(50, 55]",1.063,0.404,53.000
10,"(55, 60]",0.532,0.204,58.000
11,"(60, 65]",1.039,0.387,63.000
12,"(65, 70]",0.587,0.230,68.000
13,"(70, 75]",0.617,0.239,73.000
14,"(75, 80]",0.723,0.303,78.000
15,"(80, 85]",1.686,0.788,83.000
16,"(85, 90]",2.118,1.276,88.000
17,"(90, 95]",1.027,0.723,93.000
