,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.144,0.226,3.000
1,"(5, 10]",1.104,0.165,8.000
2,"(10, 15]",0.956,0.104,13.000
3,"(15, 20]",1.342,0.107,18.000
4,"(20, 25]",1.124,0.098,23.000
5,"(25, 30]",1.191,0.116,28.000
6,"(30, 35]",1.333,0.136,33.000
7,"(35, 40]",1.110,0.114,38.000
8,"(40, 45]",1.325,0.138,43.000
9,"(45, 50]",1.166,0.123,48.000
10,"(50, 55]",1.078,0.116,53.000
11,"(55, 60]",1.060,0.124,58.000
12,"(60, 65]",1.144,0.141,63.000
13,"(65, 70]",1.056,0.135,68.000
14,"(70, 75]",0.881,0.115,73.000
15,"(75, 80]",1.019,0.146,78.000
16,"(80, 85]",1.077,0.175,83.000
17,"(85, 90]",1.290,0.327,88.000
18,"(90, 95]",1.051,0.397,93.000
19,"(95, 100]",2.400,3.281,98.000
