,Subject Age,R,DeltaR,Age
0,"(0, 5]",4.000,6.931,3.000
1,"(5, 10]",1.911,1.276,8.000
2,"(10, 15]",0.741,0.263,13.000
3,"(15, 20]",1.519,0.341,18.000
4,"(20, 25]",0.962,0.219,23.000
5,"(25, 30]",1.610,0.405,28.000
6,"(30, 35]",1.206,0.325,33.000
7,"(35, 40]",1.315,0.357,38.000
8,"(40, 45]",1.277,0.343,43.000
9,"(45, 50]",0.775,0.216,48.000
10,"(50, 55]",0.779,0.200,53.000
11,"(55, 60]",0.629,0.170,58.000
12,"(60, 65]",1.272,0.357,63.000
13,"(65, 70]",0.644,0.202,68.000
14,"(70, 75]",0.698,0.197,73.000
15,"(75, 80]",0.768,0.247,78.000
16,"(80, 85]",0.995,0.331,83.000
17,"(85, 90]",1.209,0.601,88.000
18,"(90, 95]",1.005,0.620,93.000
