,Age,R,DeltaR
0,2.5,1.043297070882549,0.04308832745569542
1,7.5,1.0933191933077495,0.04502640146818356
2,12.5,1.0866567040760875,0.031191324795659725
3,17.5,1.2934466773444846,0.02006443206022417
4,22.5,1.2780389334585571,0.022842469772576073
5,27.5,1.293291816470319,0.027686053344468706
6,32.5,1.286986699866881,0.031038825398834236
7,37.5,1.2026674919521567,0.03225427950384476
8,42.5,1.1779707526604812,0.03463892086001161
9,47.5,1.1223846711386427,0.03576430842668281
10,52.5,1.0974887449620174,0.036804194782666035
11,57.5,1.0274514526802663,0.03702252251819975
12,62.5,0.9519325311401456,0.0349759515640921
13,67.5,0.9456521895842914,0.03571541128598222
14,72.5,0.898284426566012,0.03450819352445897
15,77.5,0.8795797711805488,0.03701180743769306
16,82.5,0.9425712398933097,0.049781742649279176
17,87.5,0.9406927374966099,0.07582045568397082
18,92.5,1.0439354552336804,0.17073130622292773
19,97.5,1.626654144009043,0.7976550088149359
