,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.611,0.278,3.000
1,"(5, 10]",1.243,0.619,8.000
2,"(10, 15]",0.700,0.262,13.000
3,"(15, 20]",1.037,0.211,18.000
4,"(20, 25]",1.223,0.359,23.000
5,"(25, 30]",1.317,0.390,28.000
6,"(30, 35]",0.900,0.373,33.000
7,"(35, 40]",1.262,0.470,38.000
8,"(40, 45]",2.361,1.300,43.000
9,"(45, 50]",1.490,0.720,48.000
10,"(50, 55]",1.663,1.142,53.000
11,"(55, 60]",2.775,1.464,58.000
12,"(60, 65]",3.139,2.370,63.000
13,"(65, 70]",1.837,0.709,68.000
14,"(70, 75]",1.421,0.546,73.000
15,"(75, 80]",1.008,0.383,78.000
16,"(80, 85]",0.805,0.423,83.000
17,"(85, 90]",1.102,0.680,88.000
