,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.800,0.373,19.000
1,"(22, 27]",1.046,0.375,25.000
2,"(27, 32]",2.232,1.029,30.000
3,"(32, 37]",0.806,0.525,35.000
4,"(37, 42]",0.821,0.459,40.000
5,"(42, 47]",1.155,0.527,45.000
6,"(47, 52]",0.691,0.360,50.000
7,"(52, 57]",0.609,0.285,55.000
8,"(57, 62]",1.600,0.707,60.000
9,"(62, 67]",0.621,0.261,65.000
10,"(67, 72]",0.639,0.231,70.000
11,"(72, 77]",1.048,0.421,75.000
12,"(77, 82]",1.209,0.453,80.000
13,"(82, 87]",0.978,0.528,85.000
14,"(87, 92]",1.569,1.115,90.000
