,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.750,0.811,3.000
1,"(5, 10]",0.190,0.250,8.000
2,"(10, 15]",1.142,0.424,13.000
3,"(15, 20]",1.163,0.210,18.000
4,"(20, 25]",1.078,0.223,23.000
5,"(25, 30]",1.469,0.448,28.000
6,"(30, 35]",1.337,0.488,33.000
7,"(35, 40]",0.874,0.355,38.000
8,"(40, 45]",0.983,0.404,43.000
9,"(45, 50]",1.699,1.051,48.000
10,"(50, 55]",1.057,1.027,53.000
11,"(55, 60]",0.772,0.536,58.000
12,"(60, 65]",0.800,0.850,63.000
13,"(65, 70]",1.273,1.374,68.000
14,"(70, 75]",1.311,1.190,73.000
15,"(75, 80]",2.354,1.618,78.000
16,"(80, 85]",1.389,1.319,83.000
17,"(85, 90]",0.816,0.747,88.000
