,Subject Age,R,DeltaR,Age
0,"(0, 5]",2.848,1.433,3.000
1,"(5, 10]",0.762,0.399,8.000
2,"(10, 15]",0.890,0.256,13.000
3,"(15, 20]",1.195,0.157,18.000
4,"(20, 25]",1.258,0.200,23.000
5,"(25, 30]",1.050,0.207,28.000
6,"(30, 35]",1.059,0.254,33.000
7,"(35, 40]",1.165,0.351,38.000
8,"(40, 45]",1.029,0.395,43.000
9,"(45, 50]",1.972,0.843,48.000
10,"(50, 55]",0.653,0.371,53.000
11,"(55, 60]",1.854,1.135,58.000
12,"(60, 65]",1.530,0.771,63.000
13,"(65, 70]",0.596,0.322,68.000
14,"(70, 75]",1.604,0.853,73.000
15,"(75, 80]",0.756,0.344,78.000
16,"(80, 85]",1.158,0.711,83.000
17,"(85, 90]",1.388,1.045,88.000
