,Subject Age,R,DeltaR,Age
0,"(15, 22]",0.994,0.211,19.000
1,"(22, 27]",1.476,0.534,25.000
2,"(27, 32]",0.721,0.299,30.000
3,"(32, 37]",1.634,0.652,35.000
4,"(37, 42]",0.809,0.322,40.000
5,"(42, 47]",1.971,0.938,45.000
6,"(47, 52]",1.312,0.825,50.000
7,"(52, 57]",1.444,0.692,55.000
8,"(57, 62]",0.497,0.213,60.000
9,"(62, 67]",0.663,0.242,65.000
10,"(67, 72]",1.202,0.415,70.000
11,"(72, 77]",0.810,0.271,75.000
12,"(77, 82]",1.075,0.459,80.000
13,"(82, 87]",1.264,0.862,85.000
14,"(87, 92]",1.500,1.405,90.000
