,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.248,0.193,19.000
1,"(22, 27]",1.219,0.341,25.000
2,"(27, 32]",0.906,0.296,30.000
3,"(32, 37]",0.873,0.334,35.000
4,"(37, 42]",1.023,0.437,40.000
5,"(42, 47]",1.775,0.629,45.000
6,"(47, 52]",0.914,0.364,50.000
7,"(52, 57]",0.880,0.404,55.000
8,"(57, 62]",0.943,0.347,60.000
9,"(62, 67]",0.929,0.366,65.000
10,"(67, 72]",1.097,0.370,70.000
11,"(72, 77]",0.564,0.177,75.000
12,"(77, 82]",0.694,0.227,80.000
13,"(82, 87]",1.710,0.853,85.000
14,"(87, 92]",0.864,0.607,90.000
