,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.126,0.667,3.000
1,"(5, 10]",2.373,1.308,8.000
2,"(10, 15]",1.196,0.329,13.000
3,"(15, 20]",1.419,0.266,18.000
4,"(20, 25]",1.805,0.411,23.000
5,"(25, 30]",0.987,0.284,28.000
6,"(30, 35]",1.147,0.371,33.000
7,"(35, 40]",1.250,0.465,38.000
8,"(40, 45]",2.212,1.044,43.000
9,"(45, 50]",0.634,0.298,48.000
10,"(50, 55]",1.305,0.553,53.000
11,"(55, 60]",1.433,0.720,58.000
12,"(60, 65]",1.175,0.526,63.000
13,"(65, 70]",0.974,0.407,68.000
14,"(70, 75]",1.373,0.442,73.000
15,"(75, 80]",0.941,0.321,78.000
16,"(80, 85]",0.990,0.372,83.000
17,"(85, 90]",1.241,0.557,88.000
18,"(90, 95]",0.571,0.560,93.000
