,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.188,0.222,19.000
1,"(22, 27]",1.324,0.376,25.000
2,"(27, 32]",1.526,0.600,30.000
3,"(32, 37]",1.051,0.462,35.000
4,"(37, 42]",1.044,0.632,40.000
5,"(42, 47]",0.738,0.364,45.000
6,"(47, 52]",0.433,0.261,50.000
7,"(52, 57]",0.830,0.436,55.000
8,"(57, 62]",0.539,0.249,60.000
9,"(62, 67]",0.493,0.231,65.000
10,"(67, 72]",0.531,0.231,70.000
11,"(72, 77]",1.159,0.459,75.000
12,"(77, 82]",1.007,0.376,80.000
13,"(82, 87]",1.266,0.659,85.000
14,"(87, 92]",0.826,0.866,90.000
