,Subject Age,R,DeltaR,Age
0,"(10, 15]",1.250,0.757,13.000
1,"(15, 20]",0.845,0.216,18.000
2,"(20, 25]",1.395,0.417,23.000
3,"(25, 30]",1.712,0.781,28.000
4,"(30, 35]",0.800,0.371,33.000
5,"(35, 40]",0.865,0.553,38.000
6,"(40, 45]",1.378,0.769,43.000
7,"(45, 50]",1.409,0.767,48.000
8,"(50, 55]",1.120,0.763,53.000
9,"(55, 60]",1.306,0.910,58.000
10,"(60, 65]",1.155,0.650,63.000
11,"(65, 70]",0.790,0.460,68.000
12,"(70, 75]",0.879,0.620,73.000
13,"(75, 80]",0.615,0.387,78.000
14,"(80, 85]",0.974,0.494,83.000
15,"(85, 90]",0.923,0.624,88.000
16,"(90, 95]",2.000,3.002,93.000
