,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.868,0.930,3.000
1,"(5, 10]",0.167,0.218,8.000
2,"(10, 15]",1.168,0.413,13.000
3,"(15, 20]",1.181,0.202,18.000
4,"(20, 25]",1.002,0.195,23.000
5,"(25, 30]",1.516,0.443,28.000
6,"(30, 35]",1.468,0.498,33.000
7,"(35, 40]",0.808,0.293,38.000
8,"(40, 45]",1.247,0.477,43.000
9,"(45, 50]",2.405,1.299,48.000
10,"(50, 55]",1.388,1.078,53.000
11,"(55, 60]",0.578,0.361,58.000
12,"(60, 65]",0.967,0.831,63.000
13,"(65, 70]",1.182,1.025,68.000
14,"(70, 75]",1.130,0.816,73.000
15,"(75, 80]",2.760,1.841,78.000
16,"(80, 85]",1.556,1.353,83.000
17,"(85, 90]",0.813,0.733,88.000
