,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.004,0.585,3.000
1,"(5, 10]",0.972,0.547,8.000
2,"(10, 15]",1.642,0.678,13.000
3,"(15, 20]",1.291,0.288,18.000
4,"(20, 25]",1.312,0.362,23.000
5,"(25, 30]",1.778,0.617,28.000
6,"(30, 35]",1.360,0.549,33.000
7,"(35, 40]",1.516,0.666,38.000
8,"(40, 45]",0.979,0.456,43.000
9,"(45, 50]",0.594,0.367,48.000
10,"(50, 55]",0.550,0.535,53.000
11,"(55, 60]",2.093,1.070,58.000
12,"(60, 65]",1.008,0.413,63.000
13,"(65, 70]",1.221,0.566,68.000
14,"(70, 75]",1.211,0.541,73.000
15,"(75, 80]",0.885,0.364,78.000
16,"(80, 85]",0.869,0.402,83.000
17,"(85, 90]",2.679,2.348,88.000
18,"(90, 95]",2.000,2.283,93.000
