,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.698,0.195,3.000
1,"(5, 10]",1.328,0.302,8.000
2,"(10, 15]",0.927,0.124,13.000
3,"(15, 20]",1.303,0.097,18.000
4,"(20, 25]",1.270,0.094,23.000
5,"(25, 30]",1.369,0.119,28.000
6,"(30, 35]",1.372,0.136,33.000
7,"(35, 40]",1.245,0.125,38.000
8,"(40, 45]",1.160,0.127,43.000
9,"(45, 50]",1.242,0.148,48.000
10,"(50, 55]",0.968,0.140,53.000
11,"(55, 60]",1.097,0.176,58.000
12,"(60, 65]",1.420,0.276,63.000
13,"(65, 70]",0.947,0.224,68.000
14,"(70, 75]",1.042,0.280,73.000
15,"(75, 80]",0.741,0.210,78.000
16,"(80, 85]",0.926,0.366,83.000
17,"(85, 90]",0.850,0.466,88.000
18,"(90, 95]",0.600,0.744,93.000
