,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.071,0.106,3.000
1,"(5, 10]",1.038,0.106,8.000
2,"(10, 15]",1.077,0.080,13.000
3,"(15, 20]",1.196,0.065,18.000
4,"(20, 25]",1.285,0.101,23.000
5,"(25, 30]",1.279,0.139,28.000
6,"(30, 35]",1.060,0.143,33.000
7,"(35, 40]",1.404,0.226,38.000
8,"(40, 45]",1.177,0.224,43.000
9,"(45, 50]",1.278,0.240,48.000
10,"(50, 55]",1.041,0.201,53.000
11,"(55, 60]",0.905,0.205,58.000
12,"(60, 65]",1.006,0.216,63.000
13,"(65, 70]",1.080,0.245,68.000
14,"(70, 75]",0.638,0.164,73.000
15,"(75, 80]",1.180,0.340,78.000
16,"(80, 85]",1.216,0.435,83.000
17,"(85, 90]",1.203,0.680,88.000
18,"(90, 95]",0.417,0.557,93.000
19,"(95, 100]",2.000,3.743,98.000
