,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.337,0.325,19.000
1,"(22, 27]",1.628,0.581,25.000
2,"(27, 32]",0.866,0.433,30.000
3,"(32, 37]",1.012,0.506,35.000
4,"(37, 42]",2.340,1.588,40.000
5,"(42, 47]",1.139,0.772,45.000
6,"(47, 52]",0.866,0.570,50.000
7,"(52, 57]",0.930,0.443,55.000
8,"(57, 62]",0.661,0.298,60.000
9,"(62, 67]",0.865,0.431,65.000
10,"(67, 72]",1.376,0.779,70.000
11,"(72, 77]",0.576,0.257,75.000
12,"(77, 82]",0.481,0.239,80.000
13,"(82, 87]",1.324,0.945,85.000
14,"(87, 92]",0.465,0.321,90.000
