,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.537,0.806,3.000
1,"(5, 10]",0.834,0.357,8.000
2,"(10, 15]",0.932,0.304,13.000
3,"(15, 20]",1.147,0.225,18.000
4,"(20, 25]",1.059,0.258,23.000
5,"(25, 30]",1.836,0.574,28.000
6,"(30, 35]",1.205,0.471,33.000
7,"(35, 40]",0.695,0.302,38.000
8,"(40, 45]",1.342,0.517,43.000
9,"(45, 50]",1.499,0.722,48.000
10,"(50, 55]",1.089,0.531,53.000
11,"(55, 60]",1.829,0.911,58.000
12,"(60, 65]",0.637,0.321,63.000
13,"(65, 70]",1.102,0.473,68.000
14,"(70, 75]",1.468,0.586,73.000
15,"(75, 80]",1.151,0.404,78.000
16,"(80, 85]",2.531,1.329,83.000
17,"(85, 90]",1.071,0.623,88.000
18,"(90, 95]",3.300,3.503,93.000
