,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.107,0.432,3.000
1,"(5, 10]",1.648,0.887,8.000
2,"(10, 15]",0.881,0.225,13.000
3,"(15, 20]",1.383,0.167,18.000
4,"(20, 25]",1.207,0.168,23.000
5,"(25, 30]",1.411,0.268,28.000
6,"(30, 35]",1.333,0.333,33.000
7,"(35, 40]",1.066,0.347,38.000
8,"(40, 45]",1.229,0.399,43.000
9,"(45, 50]",0.827,0.309,48.000
10,"(50, 55]",1.722,0.667,53.000
11,"(55, 60]",1.216,0.599,58.000
12,"(60, 65]",0.692,0.261,63.000
13,"(65, 70]",1.588,0.750,68.000
14,"(70, 75]",1.106,0.423,73.000
15,"(75, 80]",0.558,0.301,78.000
16,"(80, 85]",0.595,0.716,83.000
17,"(85, 90]",0.819,0.744,88.000
