,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.147,0.246,3.000
1,"(5, 10]",0.818,0.173,8.000
2,"(10, 15]",1.156,0.132,13.000
3,"(15, 20]",1.224,0.071,18.000
4,"(20, 25]",1.279,0.078,23.000
5,"(25, 30]",1.124,0.088,28.000
6,"(30, 35]",1.086,0.102,33.000
7,"(35, 40]",1.266,0.137,38.000
8,"(40, 45]",1.190,0.136,43.000
9,"(45, 50]",1.281,0.170,48.000
10,"(50, 55]",1.012,0.149,53.000
11,"(55, 60]",1.093,0.216,58.000
12,"(60, 65]",0.866,0.194,63.000
13,"(65, 70]",0.982,0.247,68.000
14,"(70, 75]",1.129,0.283,73.000
15,"(75, 80]",0.840,0.225,78.000
16,"(80, 85]",1.151,0.308,83.000
17,"(85, 90]",1.005,0.298,88.000
18,"(90, 95]",1.695,0.819,93.000
