,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.166,0.195,19.000
1,"(22, 27]",1.611,0.464,25.000
2,"(27, 32]",1.450,0.637,30.000
3,"(32, 37]",1.273,0.506,35.000
4,"(37, 42]",1.440,0.505,40.000
5,"(42, 47]",1.584,0.730,45.000
6,"(47, 52]",2.368,1.176,50.000
7,"(52, 57]",0.890,0.383,55.000
8,"(57, 62]",0.919,0.324,60.000
9,"(62, 67]",0.479,0.219,65.000
10,"(67, 72]",0.412,0.148,70.000
11,"(72, 77]",0.833,0.252,75.000
12,"(77, 82]",0.611,0.193,80.000
13,"(82, 87]",1.347,0.552,85.000
14,"(87, 92]",2.400,2.322,90.000
