,Age,R,DeltaR
0,2.5,0.8200509037006375,0.3222595481095741
1,7.5,1.0141971995424919,0.20374444216196427
2,12.5,1.1778066955873372,0.12881422319374053
3,17.5,1.2325711779763828,0.04746201360449845
4,22.5,1.1397979265315956,0.04986977393874519
5,27.5,1.1781380367171983,0.06480923554063721
6,32.5,1.1263384781905572,0.07282827763116707
7,37.5,1.2346542512393623,0.09079946698866238
8,42.5,1.0887154236712084,0.08279503730806599
9,47.5,0.9934161605309371,0.07734636619131567
10,52.5,1.052182322342877,0.08075655818249806
11,57.5,0.8528789415849027,0.07095107112055803
12,62.5,0.8784056381829075,0.07442759879729227
13,67.5,0.9495045637042874,0.08784223957041618
14,72.5,0.7351109661641393,0.07173793995358317
15,77.5,0.8885332055666696,0.08717313394875176
16,82.5,0.9199009092935929,0.09784835572879536
17,87.5,1.2388871728940711,0.1850841393843064
18,92.5,1.0264249270104058,0.28313842863495187
19,97.5,1.4944533199785386,1.5328213427351682
