,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.768,0.918,3.000
1,"(5, 10]",1.624,0.760,8.000
2,"(10, 15]",1.054,0.306,13.000
3,"(15, 20]",1.145,0.150,18.000
4,"(20, 25]",1.204,0.198,23.000
5,"(25, 30]",1.541,0.362,28.000
6,"(30, 35]",1.133,0.275,33.000
7,"(35, 40]",1.443,0.414,38.000
8,"(40, 45]",1.528,0.552,43.000
9,"(45, 50]",1.139,0.429,48.000
10,"(50, 55]",1.261,0.556,53.000
11,"(55, 60]",1.227,1.050,58.000
12,"(60, 65]",1.109,0.621,63.000
13,"(65, 70]",1.253,0.719,68.000
14,"(70, 75]",0.620,0.357,73.000
15,"(75, 80]",1.225,0.680,78.000
16,"(80, 85]",0.740,0.555,83.000
17,"(85, 90]",1.245,1.035,88.000
