,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.137,0.096,19.000
1,"(22, 27]",1.113,0.127,25.000
2,"(27, 32]",1.003,0.154,30.000
3,"(32, 37]",1.139,0.207,35.000
4,"(37, 42]",1.355,0.289,40.000
5,"(42, 47]",0.753,0.180,45.000
6,"(47, 52]",0.891,0.225,50.000
7,"(52, 57]",0.797,0.238,55.000
8,"(57, 62]",0.881,0.307,60.000
9,"(62, 67]",0.823,0.331,65.000
10,"(67, 72]",0.855,0.317,70.000
11,"(72, 77]",1.242,0.463,75.000
12,"(77, 82]",0.803,0.319,80.000
13,"(82, 87]",0.975,0.502,85.000
14,"(87, 92]",1.214,1.292,90.000
