,Subject Age,R,DeltaR,Age
0,"(15, 22]",0.764,0.166,19.000
1,"(22, 27]",1.267,0.446,25.000
2,"(27, 32]",1.628,0.819,30.000
3,"(32, 37]",1.502,1.073,35.000
4,"(37, 42]",0.396,0.259,40.000
5,"(42, 47]",0.907,0.580,45.000
6,"(47, 52]",1.091,0.669,50.000
7,"(52, 57]",1.074,0.472,55.000
8,"(57, 62]",0.612,0.330,60.000
9,"(62, 67]",0.468,0.229,65.000
10,"(67, 72]",0.443,0.206,70.000
11,"(72, 77]",0.790,0.362,75.000
12,"(77, 82]",1.129,0.502,80.000
13,"(82, 87]",0.348,0.409,85.000
14,"(87, 92]",1.231,1.107,90.000
