,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.194,0.272,19.000
1,"(22, 27]",1.048,0.348,25.000
2,"(27, 32]",0.940,0.573,30.000
3,"(32, 37]",1.222,0.726,35.000
4,"(37, 42]",1.718,0.823,40.000
5,"(42, 47]",1.069,0.676,45.000
6,"(47, 52]",0.812,0.382,50.000
7,"(52, 57]",0.587,0.308,55.000
8,"(57, 62]",1.289,0.738,60.000
9,"(62, 67]",1.090,0.598,65.000
10,"(67, 72]",1.134,0.482,70.000
11,"(72, 77]",0.563,0.276,75.000
12,"(77, 82]",0.810,0.364,80.000
13,"(82, 87]",1.389,0.665,85.000
14,"(87, 92]",1.269,1.156,90.000
