,Subject Age,R,DeltaR,Age
0,"(0, 5]",3.333,4.756,3.000
1,"(5, 10]",7.000,8.979,8.000
2,"(10, 15]",0.747,0.396,13.000
3,"(15, 20]",1.723,0.599,18.000
4,"(20, 25]",0.914,0.444,23.000
5,"(25, 30]",0.931,0.511,28.000
6,"(30, 35]",0.527,0.387,33.000
7,"(35, 40]",0.399,0.305,38.000
8,"(40, 45]",0.321,0.249,43.000
9,"(45, 50]",0.748,0.674,48.000
10,"(50, 55]",1.400,1.850,53.000
11,"(60, 65]",1.155,1.253,63.000
12,"(65, 70]",1.121,0.741,68.000
13,"(70, 75]",0.556,0.498,73.000
14,"(75, 80]",1.224,1.126,78.000
15,"(80, 85]",0.910,0.823,83.000
