,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.949,0.243,3.000
1,"(5, 10]",1.000,0.239,8.000
2,"(10, 15]",0.829,0.143,13.000
3,"(15, 20]",1.116,0.123,18.000
4,"(20, 25]",1.000,0.156,23.000
5,"(25, 30]",1.177,0.298,28.000
6,"(30, 35]",1.351,0.403,33.000
7,"(35, 40]",1.156,0.429,38.000
8,"(40, 45]",1.959,0.876,43.000
9,"(45, 50]",0.332,0.178,48.000
10,"(50, 55]",1.538,0.994,53.000
11,"(55, 60]",0.500,0.604,58.000
12,"(60, 65]",1.821,2.456,63.000
13,"(65, 70]",0.167,0.281,68.000
14,"(70, 75]",1.532,1.901,73.000
15,"(75, 80]",0.333,0.431,78.000
16,"(80, 85]",0.500,0.936,83.000
