,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.599,0.209,19.000
1,"(22, 27]",1.174,0.239,25.000
2,"(27, 32]",1.389,0.328,30.000
3,"(32, 37]",1.260,0.342,35.000
4,"(37, 42]",1.046,0.324,40.000
5,"(42, 47]",0.654,0.271,45.000
6,"(47, 52]",1.130,0.589,50.000
7,"(52, 57]",1.070,0.488,55.000
8,"(57, 62]",0.496,0.201,60.000
9,"(62, 67]",0.785,0.326,65.000
10,"(67, 72]",1.544,0.666,70.000
11,"(72, 77]",1.130,0.471,75.000
12,"(77, 82]",1.370,0.750,80.000
13,"(82, 87]",1.710,1.296,85.000
14,"(87, 92]",0.312,0.408,90.000
