,Subject Age,R,DeltaR,Age
0,"(10, 15]",0.777,0.877,13.000
1,"(15, 20]",1.257,0.448,18.000
2,"(20, 25]",1.366,0.615,23.000
3,"(25, 30]",0.892,0.594,28.000
4,"(30, 35]",0.466,0.428,33.000
5,"(35, 40]",3.000,4.585,38.000
6,"(40, 45]",0.600,0.744,43.000
7,"(45, 50]",1.199,1.456,48.000
8,"(50, 55]",0.572,0.676,53.000
9,"(55, 60]",0.444,0.567,58.000
10,"(60, 65]",1.091,1.119,63.000
11,"(65, 70]",0.909,1.346,68.000
12,"(70, 75]",1.456,1.024,73.000
13,"(75, 80]",0.208,0.193,78.000
14,"(80, 85]",0.631,0.439,83.000
15,"(85, 90]",1.694,1.716,88.000
