,Control Age,Subject Age,Control Sex,A,B,C,D,r1,r2,R,DeltaR
0,"(15, 24]","(0, 5]",Female,6,11,7,6,0.545,1.167,0.468,0.353
1,"(15, 24]","(0, 5]",Male,5,5,11,12,1.000,0.917,1.091,0.828
2,"(15, 24]","(5, 10]",Female,7,4,4,8,1.750,0.500,3.500,3.072
3,"(15, 24]","(5, 10]",Male,5,7,11,7,0.714,1.571,0.455,0.346
4,"(15, 24]","(10, 15]",Female,23,31,6,11,0.742,0.545,1.360,0.788
5,"(15, 24]","(10, 15]",Male,51,44,55,64,1.159,0.859,1.349,0.378
6,"(15, 24]","(15, 20]",Female,32,55,27,64,0.582,0.422,1.379,0.446
7,"(15, 24]","(15, 20]",Male,143,147,328,457,0.973,0.718,1.355,0.199
8,"(15, 24]","(20, 25]",Female,14,17,20,37,0.824,0.541,1.524,0.698
9,"(15, 24]","(20, 25]",Male,44,43,147,229,1.023,0.642,1.594,0.389
10,"(15, 24]","(25, 30]",Female,2,6,10,10,0.333,1.000,0.333,0.311
11,"(15, 24]","(25, 30]",Male,11,10,41,41,1.100,1.000,1.100,0.541
12,"(15, 24]","(30, 35]",Female,3,4,4,4,0.750,1.000,0.750,0.782
13,"(15, 24]","(30, 35]",Male,10,3,17,14,3.333,1.214,2.745,2.065
14,"(15, 24]","(35, 40]",Female,2,1,3,2,2.000,1.500,1.333,2.038
15,"(15, 24]","(35, 40]",Male,7,8,9,16,0.875,0.562,1.556,1.036
16,"(15, 24]","(40, 45]",Male,6,5,11,7,1.200,1.571,0.764,0.593
17,"(15, 24]","(45, 50]",Female,5,3,1,1,1.667,1.000,1.667,2.654
18,"(15, 24]","(45, 50]",Male,12,4,10,7,3.000,1.429,2.100,1.598
19,"(15, 24]","(50, 55]",Male,4,3,2,2,1.333,1.000,1.333,1.679
20,"(24, 34]","(0, 5]",Female,14,36,17,33,0.389,0.515,0.755,0.330
21,"(24, 34]","(0, 5]",Male,27,19,21,28,1.421,0.750,1.895,0.794
22,"(24, 34]","(5, 10]",Female,22,40,22,37,0.550,0.595,0.925,0.353
23,"(24, 34]","(5, 10]",Male,13,22,21,35,0.591,0.600,0.985,0.442
24,"(24, 34]","(10, 15]",Female,8,22,5,25,0.364,0.200,1.818,1.168
25,"(24, 34]","(10, 15]",Male,9,23,9,25,0.391,0.360,1.087,0.603
26,"(24, 34]","(15, 20]",Female,8,10,4,7,0.800,0.571,1.400,1.103
27,"(24, 34]","(15, 20]",Male,18,35,39,72,0.514,0.542,0.949,0.337
28,"(24, 34]","(20, 25]",Female,8,12,10,13,0.667,0.769,0.867,0.540
29,"(24, 34]","(20, 25]",Male,30,37,73,118,0.811,0.619,1.311,0.382
30,"(24, 34]","(25, 30]",Female,11,15,4,6,0.733,0.667,1.100,0.835
31,"(24, 34]","(25, 30]",Male,24,23,62,101,1.043,0.614,1.700,0.573
32,"(24, 34]","(30, 35]",Female,9,6,4,5,1.500,0.800,1.875,1.602
33,"(24, 34]","(30, 35]",Male,15,11,46,45,1.364,1.022,1.334,0.603
34,"(24, 34]","(35, 40]",Male,8,6,21,26,1.333,0.808,1.651,1.018
35,"(24, 34]","(40, 45]",Female,2,4,4,5,0.500,0.800,0.625,0.685
36,"(24, 34]","(40, 45]",Male,4,6,20,12,0.667,1.667,0.400,0.297
37,"(24, 34]","(45, 50]",Female,5,4,3,4,1.250,0.750,1.667,1.696
38,"(24, 34]","(45, 50]",Male,10,4,10,6,2.500,1.667,1.500,1.180
39,"(24, 34]","(50, 55]",Male,6,2,12,10,3.000,1.200,2.500,2.308
40,"(24, 34]","(55, 60]",Male,3,2,4,5,1.500,0.800,1.875,2.126
41,"(24, 34]","(60, 65]",Male,1,1,5,2,1.000,2.500,0.400,0.658
42,"(24, 34]","(65, 70]",Male,3,1,4,1,3.000,4.000,0.750,1.206
43,"(34, 54]","(0, 5]",Female,2,10,6,20,0.200,0.300,0.667,0.603
44,"(34, 54]","(0, 5]",Male,12,15,12,14,0.800,0.857,0.933,0.517
45,"(34, 54]","(5, 10]",Female,19,32,8,22,0.594,0.364,1.633,0.827
46,"(34, 54]","(5, 10]",Male,18,29,17,39,0.621,0.436,1.424,0.599
47,"(34, 54]","(10, 15]",Female,17,50,15,36,0.340,0.417,0.816,0.342
48,"(34, 54]","(10, 15]",Male,15,42,21,62,0.357,0.339,1.054,0.417
49,"(34, 54]","(15, 20]",Female,8,25,12,22,0.320,0.545,0.587,0.319
50,"(34, 54]","(15, 20]",Male,14,33,13,72,0.424,0.181,2.350,1.038
51,"(34, 54]","(20, 25]",Female,5,12,4,13,0.417,0.308,1.354,1.060
52,"(34, 54]","(20, 25]",Male,17,30,17,51,0.567,0.333,1.700,0.707
