,Subject Age,R,DeltaR,Age
0,"(10, 15]",2.322,2.293,13.000
1,"(15, 20]",1.058,0.342,18.000
2,"(20, 25]",1.043,0.378,23.000
3,"(25, 30]",0.956,0.452,28.000
4,"(30, 35]",1.904,1.405,33.000
5,"(35, 40]",0.891,0.684,38.000
6,"(40, 45]",0.865,0.762,43.000
7,"(45, 50]",1.600,1.595,48.000
8,"(50, 55]",0.667,1.123,53.000
9,"(55, 60]",0.588,0.695,58.000
10,"(60, 65]",0.265,0.269,63.000
11,"(65, 70]",0.250,0.331,68.000
12,"(70, 75]",1.200,1.119,73.000
13,"(75, 80]",1.304,0.754,78.000
14,"(80, 85]",0.988,0.687,83.000
15,"(85, 90]",1.556,2.299,88.000
