,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.023,0.123,3.000
1,"(5, 10]",1.329,0.165,8.000
2,"(10, 15]",1.105,0.088,13.000
3,"(15, 20]",1.324,0.068,18.000
4,"(20, 25]",1.424,0.074,23.000
5,"(25, 30]",1.437,0.087,28.000
6,"(30, 35]",1.420,0.094,33.000
7,"(35, 40]",1.215,0.088,38.000
8,"(40, 45]",1.307,0.106,43.000
9,"(45, 50]",1.306,0.117,48.000
10,"(50, 55]",1.113,0.113,53.000
11,"(55, 60]",1.078,0.124,58.000
12,"(60, 65]",1.361,0.170,63.000
13,"(65, 70]",1.056,0.149,68.000
14,"(70, 75]",1.126,0.182,73.000
15,"(75, 80]",1.071,0.181,78.000
16,"(80, 85]",0.944,0.226,83.000
17,"(85, 90]",1.335,0.468,88.000
18,"(90, 95]",0.941,0.746,93.000
