,Subject Age,R,DeltaR,Age
0,"(0, 5]",2.000,2.451,3.000
1,"(5, 10]",1.170,0.811,8.000
2,"(10, 15]",0.973,0.349,13.000
3,"(15, 20]",1.184,0.245,18.000
4,"(20, 25]",1.025,0.262,23.000
5,"(25, 30]",2.398,0.912,28.000
6,"(30, 35]",1.022,0.460,33.000
7,"(35, 40]",1.734,1.037,38.000
8,"(40, 45]",1.838,1.044,43.000
9,"(45, 50]",2.394,1.324,48.000
10,"(50, 55]",1.111,0.591,53.000
11,"(55, 60]",1.255,0.957,58.000
12,"(60, 65]",0.384,0.290,63.000
13,"(65, 70]",0.476,0.366,68.000
14,"(70, 75]",0.707,0.324,73.000
15,"(75, 80]",0.564,0.214,78.000
16,"(80, 85]",1.372,0.622,83.000
17,"(85, 90]",0.838,0.454,88.000
