,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.500,2.166,3.000
1,"(5, 10]",4.350,3.614,8.000
2,"(10, 15]",0.770,0.544,13.000
3,"(15, 20]",2.216,0.791,18.000
4,"(20, 25]",0.768,0.329,23.000
5,"(25, 30]",1.566,1.123,28.000
6,"(30, 35]",0.419,0.319,33.000
7,"(35, 40]",1.824,1.602,38.000
8,"(40, 45]",0.847,0.654,43.000
9,"(45, 50]",2.400,3.281,48.000
10,"(50, 55]",0.500,0.791,53.000
11,"(55, 60]",1.000,2.001,58.000
12,"(60, 65]",1.467,1.548,63.000
13,"(65, 70]",1.833,1.487,68.000
14,"(70, 75]",0.960,0.591,73.000
15,"(75, 80]",0.803,0.589,78.000
16,"(80, 85]",0.485,0.369,83.000
17,"(85, 90]",0.900,0.904,88.000
