,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.871,1.259,3.000
1,"(5, 10]",3.182,2.910,8.000
2,"(10, 15]",1.531,0.498,13.000
3,"(15, 20]",1.493,0.250,18.000
4,"(20, 25]",1.433,0.310,23.000
5,"(25, 30]",1.545,0.427,28.000
6,"(30, 35]",0.716,0.275,33.000
7,"(35, 40]",0.758,0.288,38.000
8,"(40, 45]",1.445,0.524,43.000
9,"(45, 50]",1.669,0.670,48.000
10,"(50, 55]",0.990,0.464,53.000
11,"(55, 60]",1.256,0.831,58.000
12,"(60, 65]",1.093,0.530,63.000
13,"(65, 70]",1.400,0.570,68.000
14,"(70, 75]",0.623,0.289,73.000
15,"(75, 80]",0.945,0.333,78.000
16,"(80, 85]",0.610,0.218,83.000
17,"(85, 90]",0.624,0.320,88.000
18,"(90, 95]",0.375,0.453,93.000
