,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.158,0.290,19.000
1,"(22, 27]",1.268,0.438,25.000
2,"(27, 32]",1.634,0.821,30.000
3,"(32, 37]",1.234,0.686,35.000
4,"(37, 42]",1.417,1.086,40.000
5,"(42, 47]",0.899,0.564,45.000
6,"(47, 52]",1.266,1.066,50.000
7,"(52, 57]",0.865,0.509,55.000
8,"(57, 62]",0.589,0.304,60.000
9,"(62, 67]",0.456,0.246,65.000
10,"(67, 72]",0.793,0.395,70.000
11,"(72, 77]",0.422,0.268,75.000
12,"(77, 82]",0.805,0.366,80.000
13,"(82, 87]",1.291,0.694,85.000
14,"(87, 92]",1.950,1.962,90.000
