,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.754,0.441,3.000
1,"(5, 10]",0.781,0.367,8.000
2,"(10, 15]",0.917,0.304,13.000
3,"(15, 20]",1.382,0.244,18.000
4,"(20, 25]",1.424,0.308,23.000
5,"(25, 30]",1.201,0.352,28.000
6,"(30, 35]",0.866,0.299,33.000
7,"(35, 40]",1.227,0.421,38.000
8,"(40, 45]",0.699,0.278,43.000
9,"(45, 50]",1.517,0.647,48.000
10,"(50, 55]",1.370,0.674,53.000
11,"(55, 60]",1.941,1.061,58.000
12,"(60, 65]",1.047,0.562,63.000
13,"(65, 70]",1.530,0.577,68.000
14,"(70, 75]",1.265,0.494,73.000
15,"(75, 80]",1.175,0.426,78.000
16,"(80, 85]",2.202,0.892,83.000
17,"(85, 90]",1.094,0.714,88.000
18,"(90, 95]",0.722,0.939,93.000
