,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.136,0.165,19.000
1,"(22, 27]",1.318,0.285,25.000
2,"(27, 32]",1.219,0.343,30.000
3,"(32, 37]",0.976,0.317,35.000
4,"(37, 42]",1.243,0.423,40.000
5,"(42, 47]",1.026,0.364,45.000
6,"(47, 52]",0.783,0.254,50.000
7,"(52, 57]",0.943,0.292,55.000
8,"(57, 62]",0.513,0.160,60.000
9,"(62, 67]",0.465,0.152,65.000
10,"(67, 72]",0.703,0.209,70.000
11,"(72, 77]",0.776,0.237,75.000
12,"(77, 82]",0.768,0.213,80.000
13,"(82, 87]",0.679,0.239,85.000
14,"(87, 92]",1.189,0.655,90.000
