,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.445,0.148,3.000
1,"(5, 10]",1.068,0.393,8.000
2,"(10, 15]",1.428,0.299,13.000
3,"(15, 20]",1.348,0.147,18.000
4,"(20, 25]",1.171,0.143,23.000
5,"(25, 30]",1.343,0.226,28.000
6,"(30, 35]",1.695,0.367,33.000
7,"(35, 40]",1.229,0.301,38.000
8,"(40, 45]",0.946,0.271,43.000
9,"(45, 50]",1.046,0.312,48.000
10,"(50, 55]",1.314,0.444,53.000
11,"(55, 60]",1.102,0.515,58.000
12,"(60, 65]",0.870,0.274,63.000
13,"(65, 70]",0.863,0.369,68.000
14,"(70, 75]",1.536,0.556,73.000
15,"(75, 80]",0.505,0.265,78.000
16,"(80, 85]",0.537,0.292,83.000
17,"(85, 90]",1.857,2.769,88.000
