,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.696,0.455,3.000
1,"(5, 10]",0.653,0.380,8.000
2,"(10, 15]",1.305,0.477,13.000
3,"(15, 20]",1.168,0.245,18.000
4,"(20, 25]",1.607,0.411,23.000
5,"(25, 30]",1.928,0.687,28.000
6,"(30, 35]",1.417,0.629,33.000
7,"(35, 40]",0.652,0.323,38.000
8,"(40, 45]",0.647,0.348,43.000
9,"(45, 50]",0.577,0.341,48.000
10,"(50, 55]",1.162,0.614,53.000
11,"(55, 60]",0.517,0.398,58.000
12,"(60, 65]",1.298,0.789,63.000
13,"(65, 70]",1.806,0.939,68.000
14,"(70, 75]",0.596,0.313,73.000
15,"(75, 80]",0.766,0.285,78.000
16,"(80, 85]",0.913,0.391,83.000
17,"(85, 90]",0.612,0.380,88.000
