,Subject Age,R,DeltaR,Age
0,"(10, 15]",1.014,0.686,13.000
1,"(15, 20]",1.812,0.550,18.000
2,"(20, 25]",1.428,0.609,23.000
3,"(25, 30]",1.391,1.097,28.000
4,"(30, 35]",1.798,1.174,33.000
5,"(35, 40]",1.713,1.620,38.000
6,"(40, 45]",1.000,1.733,43.000
7,"(45, 50]",1.404,1.290,48.000
8,"(50, 55]",0.956,0.758,53.000
9,"(55, 60]",1.273,1.256,58.000
10,"(60, 65]",2.667,3.424,63.000
11,"(65, 70]",0.167,0.241,68.000
12,"(70, 75]",0.750,0.825,73.000
13,"(75, 80]",0.926,0.823,78.000
14,"(80, 85]",0.532,0.418,83.000
15,"(85, 90]",0.583,0.647,88.000
