,Subject Age,R,DeltaR,Age
0,"(10, 15]",0.936,0.732,13.000
1,"(15, 20]",0.857,0.479,18.000
2,"(20, 25]",1.376,0.648,23.000
3,"(25, 30]",1.259,0.743,28.000
4,"(30, 35]",1.096,0.777,33.000
5,"(35, 40]",0.677,0.725,38.000
6,"(40, 45]",1.500,1.563,43.000
7,"(45, 50]",1.942,2.248,48.000
8,"(55, 60]",2.963,2.958,58.000
9,"(60, 65]",1.030,1.090,63.000
10,"(65, 70]",2.107,2.083,68.000
11,"(70, 75]",0.667,0.639,73.000
12,"(75, 80]",0.955,0.942,78.000
13,"(80, 85]",0.667,0.706,83.000
14,"(85, 90]",1.368,1.159,88.000
