,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.000,1.733,3.000
1,"(10, 15]",0.532,0.410,13.000
2,"(15, 20]",1.134,0.295,18.000
3,"(20, 25]",1.515,0.521,23.000
4,"(25, 30]",1.881,0.893,28.000
5,"(30, 35]",0.523,0.324,33.000
6,"(35, 40]",0.685,0.442,38.000
7,"(40, 45]",2.752,1.768,43.000
8,"(45, 50]",1.067,0.770,48.000
9,"(50, 55]",1.445,1.490,53.000
10,"(55, 60]",1.054,1.029,58.000
11,"(60, 65]",0.639,0.454,63.000
12,"(65, 70]",4.242,3.033,68.000
13,"(70, 75]",0.674,0.521,73.000
14,"(75, 80]",1.322,0.834,78.000
15,"(80, 85]",0.618,0.333,83.000
16,"(85, 90]",0.629,0.420,88.000
