,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.432,0.242,19.000
1,"(22, 27]",1.427,0.415,25.000
2,"(27, 32]",1.086,0.420,30.000
3,"(32, 37]",1.556,0.621,35.000
4,"(37, 42]",1.697,0.739,40.000
5,"(42, 47]",1.627,0.697,45.000
6,"(47, 52]",0.503,0.227,50.000
7,"(52, 57]",0.769,0.305,55.000
8,"(57, 62]",0.806,0.329,60.000
9,"(62, 67]",0.757,0.249,65.000
10,"(67, 72]",0.563,0.182,70.000
11,"(72, 77]",0.821,0.232,75.000
12,"(77, 82]",0.907,0.277,80.000
13,"(82, 87]",0.817,0.365,85.000
14,"(87, 92]",0.314,0.317,90.000
