,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.693,0.888,3.000
1,"(5, 10]",1.624,0.760,8.000
2,"(10, 15]",1.054,0.306,13.000
3,"(15, 20]",1.148,0.151,18.000
4,"(20, 25]",1.178,0.195,23.000
5,"(25, 30]",1.583,0.374,28.000
6,"(30, 35]",1.152,0.281,33.000
7,"(35, 40]",1.449,0.417,38.000
8,"(40, 45]",1.494,0.542,43.000
9,"(45, 50]",1.139,0.429,48.000
10,"(50, 55]",1.193,0.530,53.000
11,"(55, 60]",1.227,1.050,58.000
12,"(60, 65]",1.109,0.621,63.000
13,"(65, 70]",1.253,0.719,68.000
14,"(70, 75]",0.620,0.357,73.000
15,"(75, 80]",1.195,0.664,78.000
16,"(80, 85]",0.740,0.555,83.000
17,"(85, 90]",1.245,1.035,88.000
