,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.920,0.477,3.000
1,"(5, 10]",0.922,0.531,8.000
2,"(10, 15]",1.216,0.351,13.000
3,"(15, 20]",1.507,0.200,18.000
4,"(20, 25]",1.217,0.192,23.000
5,"(25, 30]",1.806,0.359,28.000
6,"(30, 35]",1.224,0.283,33.000
7,"(35, 40]",1.263,0.376,38.000
8,"(40, 45]",1.118,0.394,43.000
9,"(45, 50]",1.034,0.460,48.000
10,"(50, 55]",1.140,0.502,53.000
11,"(55, 60]",0.543,0.253,58.000
12,"(60, 65]",1.872,0.860,63.000
13,"(65, 70]",0.997,0.382,68.000
14,"(70, 75]",2.084,0.928,73.000
15,"(75, 80]",0.646,0.418,78.000
16,"(80, 85]",0.999,0.541,83.000
17,"(85, 90]",6.750,8.120,88.000
