,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.097,0.152,19.000
1,"(22, 27]",0.896,0.171,25.000
2,"(27, 32]",1.267,0.263,30.000
3,"(32, 37]",1.046,0.206,35.000
4,"(37, 42]",0.992,0.203,40.000
5,"(42, 47]",0.953,0.187,45.000
6,"(47, 52]",1.015,0.193,50.000
7,"(52, 57]",1.027,0.175,55.000
8,"(57, 62]",0.776,0.140,60.000
9,"(62, 67]",0.769,0.141,65.000
10,"(67, 72]",0.987,0.214,70.000
11,"(72, 77]",0.574,0.130,75.000
12,"(77, 82]",0.778,0.195,80.000
13,"(82, 87]",0.648,0.215,85.000
14,"(87, 92]",0.916,0.552,90.000
