,Subject Age,R,DeltaR,Age
0,"(10, 15]",1.034,1.183,13.000
1,"(15, 20]",0.896,0.367,18.000
2,"(20, 25]",0.915,0.436,23.000
3,"(25, 30]",0.409,0.390,28.000
4,"(30, 35]",1.124,0.897,33.000
5,"(35, 40]",0.500,0.791,38.000
6,"(40, 45]",1.341,1.348,43.000
7,"(45, 50]",6.000,10.104,48.000
8,"(50, 55]",0.399,0.378,53.000
9,"(55, 60]",0.363,0.345,58.000
10,"(60, 65]",0.848,0.867,63.000
11,"(65, 70]",0.838,0.813,68.000
12,"(70, 75]",0.899,0.646,73.000
13,"(75, 80]",0.889,1.294,78.000
14,"(80, 85]",0.735,0.494,83.000
15,"(85, 90]",3.500,4.490,88.000
