,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.409,0.238,19.000
1,"(22, 27]",1.444,0.419,25.000
2,"(27, 32]",1.112,0.429,30.000
3,"(32, 37]",1.490,0.587,35.000
4,"(37, 42]",1.697,0.739,40.000
5,"(42, 47]",1.531,0.653,45.000
6,"(47, 52]",0.494,0.223,50.000
7,"(52, 57]",0.786,0.311,55.000
8,"(57, 62]",0.825,0.336,60.000
9,"(62, 67]",0.791,0.256,65.000
10,"(67, 72]",0.572,0.181,70.000
11,"(72, 77]",0.821,0.232,75.000
12,"(77, 82]",0.887,0.271,80.000
13,"(82, 87]",0.817,0.365,85.000
14,"(87, 92]",0.314,0.317,90.000
