,Subject Age,R,DeltaR,Age
0,"(0, 5]",0.983,0.475,3.000
1,"(5, 10]",1.517,0.644,8.000
2,"(10, 15]",1.236,0.378,13.000
3,"(15, 20]",1.414,0.262,18.000
4,"(20, 25]",1.216,0.271,23.000
5,"(25, 30]",1.630,0.479,28.000
6,"(30, 35]",1.121,0.419,33.000
7,"(35, 40]",2.215,1.057,38.000
8,"(40, 45]",1.447,0.587,43.000
9,"(45, 50]",0.901,0.477,48.000
10,"(50, 55]",1.474,0.646,53.000
11,"(55, 60]",1.108,0.647,58.000
12,"(60, 65]",0.944,0.406,63.000
13,"(65, 70]",0.900,0.319,68.000
14,"(70, 75]",1.051,0.355,73.000
15,"(75, 80]",0.741,0.303,78.000
16,"(80, 85]",1.393,0.622,83.000
17,"(85, 90]",0.883,0.461,88.000
18,"(90, 95]",0.625,0.821,93.000
