,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.218,0.121,19.000
1,"(22, 27]",1.317,0.198,25.000
2,"(27, 32]",1.297,0.234,30.000
3,"(32, 37]",1.029,0.201,35.000
4,"(37, 42]",1.268,0.240,40.000
5,"(42, 47]",1.145,0.279,45.000
6,"(47, 52]",0.999,0.282,50.000
7,"(52, 57]",0.804,0.206,55.000
8,"(57, 62]",1.116,0.307,60.000
9,"(62, 67]",0.984,0.272,65.000
10,"(67, 72]",0.806,0.228,70.000
11,"(72, 77]",0.921,0.292,75.000
12,"(77, 82]",0.985,0.371,80.000
13,"(82, 87]",0.948,0.542,85.000
14,"(87, 92]",0.667,0.771,90.000
