,Subject Age,R,DeltaR,Age
0,"(15, 22]",1.296,0.219,19.000
1,"(22, 27]",0.979,0.273,25.000
2,"(27, 32]",1.609,0.583,30.000
3,"(32, 37]",1.118,0.433,35.000
4,"(37, 42]",1.031,0.403,40.000
5,"(42, 47]",0.912,0.383,45.000
6,"(47, 52]",0.956,0.370,50.000
7,"(52, 57]",0.793,0.358,55.000
8,"(57, 62]",0.711,0.278,60.000
9,"(62, 67]",0.935,0.311,65.000
10,"(67, 72]",0.751,0.234,70.000
11,"(72, 77]",0.960,0.276,75.000
12,"(77, 82]",0.958,0.295,80.000
13,"(82, 87]",1.241,0.559,85.000
14,"(87, 92]",1.700,1.832,90.000
