,Subject Age,R,DeltaR,Age
0,"(0, 5]",1.142,0.977,3.000
1,"(5, 10]",1.395,0.468,8.000
2,"(10, 15]",1.155,0.236,13.000
3,"(15, 20]",1.248,0.178,18.000
4,"(20, 25]",1.021,0.159,23.000
5,"(25, 30]",1.163,0.195,28.000
6,"(30, 35]",1.219,0.221,33.000
7,"(35, 40]",1.026,0.189,38.000
8,"(40, 45]",1.226,0.229,43.000
9,"(45, 50]",1.013,0.180,48.000
10,"(50, 55]",0.882,0.152,53.000
11,"(55, 60]",0.802,0.148,58.000
12,"(60, 65]",1.311,0.240,63.000
13,"(65, 70]",0.779,0.164,68.000
14,"(70, 75]",0.695,0.147,73.000
15,"(75, 80]",0.935,0.214,78.000
16,"(80, 85]",0.940,0.230,83.000
17,"(85, 90]",1.863,0.665,88.000
18,"(90, 95]",1.041,0.530,93.000
19,"(95, 100]",1.500,2.333,98.000
